sucursal,fecha,meses,margen,mean,std
1292,2020-07-31,11.733333333333333,-294425.0,19639.233333333334,91797.08998607463
1297,2022-01-31,11.8,-53073.0,20448.875,92120.85242890418
1293,2021-06-30,11.833333333333334,-8060.0,18749.391666666666,95164.63796184135
1298,2021-11-30,12.0,-39137.0,20169.141666666666,96765.9659771139
1282,2018-02-28,12.066666666666666,102658.0,22006.825,96738.88356180383
1291,2019-08-31,12.166666666666666,52716.0,23787.016666666666,97355.77369083404
1294,2021-08-31,12.3,62971.0,25856.458333333332,100362.65853903761
1287,2019-07-31,12.366666666666667,-46149.0,24313.375,98532.93927217688
1288,2019-10-31,12.4,119971.0,24207.933333333334,98621.12141450401
1278,2017-03-31,12.566666666666666,86360.0,23723.058333333334,98070.94516762954
1295,2021-12-31,12.6,113625.0,24895.375,97573.48123932401
1281,2017-12-31,12.6,84270.0,24916.941666666666,97545.67181550262
1296,2021-11-30,12.7,-60423.0,27073.575,95326.64514966488
1289,2019-03-31,12.7,-4647.0,29025.983333333334,97031.8943788898
1292,2020-08-31,12.766666666666667,-108125.0,27352.891666666666,98216.08268967018
1293,2021-07-31,12.866666666666667,2800.0,28405.783333333333,98687.38279466236
1298,2021-12-31,13.033333333333333,69513.0,31888.458333333332,103065.33081423158
1282,2018-03-31,13.1,10633.0,32352.666666666668,103198.49839767543
1291,2019-09-30,13.166666666666666,97919.0,31626.133333333335,103919.10735751185
1294,2021-09-30,13.3,99398.0,33116.225,104531.0848944842
1288,2019-11-30,13.4,141661.0,30973.641666666666,107026.45107343658
1287,2019-08-31,13.4,11239.0,31273.225,107039.39385320508
1278,2017-04-30,13.566666666666666,27235.0,32177.5,106951.42524254535
1295,2022-01-31,13.633333333333333,60596.0,34447.1,110881.60182752887
1281,2018-01-31,13.633333333333333,-15352.0,33687.441666666666,110871.42333782205
1289,2019-04-30,13.7,21505.0,32214.725,109855.2920440495
1296,2021-12-31,13.733333333333333,-32219.0,32968.39166666667,110003.2033234339
1292,2020-09-30,13.766666666666667,-90987.0,33592.183333333334,110739.74592179291
1293,2021-08-31,13.9,66442.0,33350.01666666667,110983.81393925837
1298,2022-01-31,14.066666666666666,-27046.0,35727.433333333334,110083.80295355992
1282,2018-04-30,14.1,-75066.0,35952.10833333333,109715.50747769892
1291,2019-10-31,14.2,108684.0,36773.74166666667,109339.97667759526
1294,2021-10-31,14.333333333333334,166020.0,38636.166666666664,110892.2332204138
1287,2019-09-30,14.4,-8219.0,38576.458333333336,110910.69766234377
1288,2019-12-31,14.433333333333334,124054.0,41151.4,111568.79747841613
1281,2018-02-28,14.566666666666666,-36229.0,42361.175,111230.99405432664
1278,2017-05-31,14.6,103462.0,42619.25833333333,111328.34748589914
1289,2019-05-31,14.733333333333333,50413.0,43038.50833333333,111691.28659385891
1296,2022-01-31,14.766666666666667,-91340.0,38185.833333333336,124253.78506913022
1292,2020-10-31,14.8,-101574.0,38812.933333333334,124024.86239051877
1293,2021-09-30,14.9,151851.0,38524.816666666666,123927.4335250293
1282,2018-05-31,15.133333333333333,1797.0,38815.51666666667,124315.18675223645
1291,2019-11-30,15.2,92803.0,39618.316666666666,124348.58309316206
1294,2021-11-30,15.333333333333334,95195.0,40192.925,124520.67957040305
1287,2019-10-31,15.433333333333334,-5494.0,41251.666666666664,125064.85781602845
1288,2020-01-31,15.466666666666667,222570.0,42369.86666666667,125204.41431930785
1278,2017-06-30,15.6,125106.0,45612.95,124204.16624758599
1281,2018-03-31,15.6,-65125.0,44789.325,125087.33143682424
1289,2019-06-30,15.733333333333333,46461.0,46132.1,124926.89854487038
1292,2020-11-30,15.8,-103609.0,45698.64166666667,124962.05661725234
1293,2021-10-31,15.933333333333334,119737.0,46061.041666666664,124927.48236520051
1282,2018-06-30,16.133333333333333,-2457.0,47178.25,126013.2737919657
1291,2019-12-31,16.233333333333334,46476.0,45381.89166666667,128254.10194791884
1294,2021-12-31,16.366666666666667,134357.0,45758.25,128264.17867156019
1288,2020-02-29,16.433333333333334,221535.0,46374.49166666667,128122.1660772876
1287,2019-11-30,16.433333333333334,32789.0,46808.066666666666,128432.83046161551
1281,2018-04-30,16.6,-104783.0,47525.35,128709.99042154207
1278,2017-07-31,16.633333333333333,86521.0,45103.725,128110.65241619674
1289,2019-07-31,16.766666666666666,-10654.0,46276.71666666667,128490.2531358992
1292,2020-12-31,16.833333333333332,-48850.0,45811.89166666667,128893.97954607291
1293,2021-11-30,16.933333333333334,105089.0,46163.416666666664,128850.01857756314
1282,2018-07-31,17.166666666666668,-248687.0,50538.816666666666,126072.02558248324
1277,2017-01-31,17.233333333333334,211981.0,51444.291666666664,125711.29321012199
1291,2020-01-31,17.266666666666666,129935.0,52741.74166666667,125895.3104401902
1294,2022-01-31,17.4,163058.0,53183.558333333334,125662.97809382179
1288,2020-03-31,17.466666666666665,291433.0,53206.63333333333,125672.39311202394
1287,2019-12-31,17.466666666666665,49438.0,53808.933333333334,125843.10168563497
1281,2018-05-31,17.633333333333333,-63820.0,54600.025,126199.06200030044
1278,2017-08-31,17.666666666666668,105534.0,54625.75,126178.66525826442
1289,2019-08-31,17.8,53484.0,54619.291666666664,126175.31230774199
1292,2021-01-31,17.866666666666667,-98551.0,53448.99166666667,126529.226188154
1293,2021-12-31,17.966666666666665,56994.0,53414.291666666664,126513.15449925033
1277,2017-02-28,18.166666666666668,228498.0,55054.89166666667,128182.13995152051
1282,2018-08-31,18.2,-140717.0,57014.84166666667,128199.70286525405
1291,2020-02-29,18.233333333333334,134755.0,56592.14166666667,128488.02212129979
1288,2020-04-30,18.466666666666665,364859.0,58731.35833333333,127857.99998809048
1287,2020-01-31,18.5,89312.0,59616.808333333334,127835.32211234888
1281,2018-06-30,18.633333333333333,-113461.0,60542.458333333336,128308.86059180793
1278,2017-09-30,18.666666666666668,164225.0,59374.558333333334,129400.15734036358
1292,2021-02-28,18.8,-218679.0,59316.458333333336,129384.26987572928
1289,2019-09-30,18.8,53684.0,58671.98333333333,129375.55336111813
1293,2022-01-31,19.0,75660.0,57791.96666666667,129165.29900892926
1277,2017-03-31,19.2,356523.0,57890.175,129134.08239602446
1282,2018-09-30,19.2,-10039.0,60532.075,131718.75551532867
1291,2020-03-31,19.266666666666666,20101.0,61890.45,132557.26158540952
1287,2020-02-29,19.466666666666665,99206.0,63312.083333333336,132636.6695984857
1288,2020-05-31,19.5,199943.0,63276.625,132648.50821183246
1281,2018-07-31,19.666666666666668,-91860.0,64822.541666666664,132607.20956102374
1278,2017-10-31,19.7,135688.0,67440.75833333333,132606.69886681018
1292,2021-03-31,19.833333333333332,-129330.0,67602.625,132617.3240344242
1289,2019-10-31,19.833333333333332,36018.0,69276.94166666667,132680.62427633474
1277,2017-04-30,20.2,240463.0,69865.925,132190.45432687484
1282,2018-10-31,20.233333333333334,1014.0,69030.51666666666,132259.8281951788
1291,2020-04-30,20.266666666666666,222554.0,67839.18333333333,132022.4965507603
1288,2020-06-30,20.5,83496.0,70352.65,133425.9682531097
1287,2020-03-31,20.5,99602.0,71024.71666666666,133901.00141868787
1278,2017-11-30,20.7,163712.0,71525.65,133608.50791663086
1281,2018-08-31,20.7,-553408.0,71136.575,133582.703990535
1292,2021-04-30,20.833333333333332,31186.0,72137.40833333334,133875.72077804198
1289,2019-11-30,20.833333333333332,62956.0,73392.50833333333,133033.57596095023
1277,2017-05-31,21.233333333333334,220293.0,76128.49166666667,132780.82895451688
1282,2018-11-30,21.233333333333334,92514.0,75503.28333333334,132597.7919761904
1291,2020-05-31,21.3,111340.0,75470.925,132616.40243040284
1287,2020-04-30,21.5,167854.0,76262.21666666666,133003.41065710777
1288,2020-07-31,21.533333333333335,124390.0,76594.99166666667,133101.09899169975
1276,2017-01-31,21.633333333333333,200435.0,79294.63333333333,134697.89935757502
